"i","j","G_mu_hat","G_mu_true","n_ave"
36,4,-0.130209657990468,-0.112607389084512,1
37,4,-0.147985192559919,-0.126141457902548,1
38,4,-0.16491765188602,-0.138467015501528,1
39,4,-0.180745197432888,-0.149602698995611,1
40,4,-0.195121555533495,-0.159581988317817,1
41,4,-0.20766512772818,-0.168451853013859,1
42,4,-0.218019187498333,-0.176271205032597,1
43,4,-0.225910094280267,-0.183109185096317,1
44,4,-0.231192801036002,-0.189043312772063,1
45,4,-0.233877742759744,-0.194157532416051,1
46,4,-0.23413814982187,-0.198540188694799,1
47,4,-0.232300215477576,-0.20228196637525,1
48,4,-0.228819967716186,-0.205473829506835,1
49,4,-0.224250816076343,-0.208204994984746,1
50,4,-0.219205471873158,-0.210560974788406,1
1,5,0.406026270252662,0.312641016614717,1
2,5,0.410477307498219,0.33045471691617,1
3,5,0.412083107152918,0.346284583795015,1
4,5,0.411172539931276,0.359985405888554,1
5,5,0.408150924508396,0.371432397984321,1
6,5,0.403468029049014,0.380522808697488,1
7,5,0.397579695995399,0.387177233981089,1
8,5,0.39090573126368,0.391340616965588,1
9,5,0.383787552899679,0.392982919355845,1
10,5,0.376450039008547,0.392099454574191,1
11,5,0.368973082116369,0.388710877950506,1
12,5,0.361279218500022,0.382862834444456,1
13,5,0.353143410274284,0.374625269560185,1
14,5,0.344228284931539,0.364091414199368,1
15,5,0.334142204044574,0.351376459115048,1
16,5,0.322509760410756,0.33661593929961,1
17,5,0.309038259879922,0.319963852992739,1
18,5,0.293563374445265,0.301590543961545,1
19,5,0.276063793740856,0.281680379223482,1
20,5,0.256645621187644,0.260429257398637,1
21,5,0.23550721880934,0.238041985344684,1
22,5,0.212899720723955,0.214729562607154,1
23,5,0.189096180498278,0.190706414480846,1
24,5,0.164375296158456,0.166187615106031,1
25,5,0.139017671811598,0.14138614200637,1
26,5,0.113307212637002,0.116510202815105,1
27,5,0.0875293751589883,0.0917606736432969,1
28,5,0.0619612483786929,0.0673286866394212,1
29,5,0.0368537652218561,0.0433934018043764,1
30,5,0.0124111467119511,0.0201199950993872,1
31,5,-0.0112249751029096,-0.00234210863523046,1
32,5,-0.0339800533131921,-0.0238607333891018,1
33,5,-0.0558362447761504,-0.0443221600881858,1
34,5,-0.0768079927531583,-0.0636320295046713,1
35,5,-0.0969084896787234,-0.0817159292453775,1
36,5,-0.116114692299956,-0.0985196591177831,1
37,5,-0.1343394009372,-0.114009174272799,1
38,5,-0.15141765321159,-0.128170210618738,1
39,5,-0.167111530146722,-0.141007602011165,1
40,5,-0.181133107242706,-0.152544303569498,1
41,5,-0.19318088758274,-0.162820140076879,1
42,5,-0.202982057730765,-0.171890302712612,1
43,5,-0.210332351727015,-0.179823621278607,1
44,5,-0.215127190121727,-0.186700642551547,1
45,5,-0.21738094409437,-0.192611548366235,1
46,5,-0.21723409013437,-0.197653949466402,1
47,5,-0.214949644443981,-0.201930593009066,1
48,5,-0.210900601241847,-0.205547022848661,1
49,5,-0.20554986910399,-0.208609232338551,1
50,5,-0.199424149793273,-0.211221349360972,1
1,6,0.389589987642555,0.306554393190662,1
2,6,0.396656910786117,0.328157329538459,1
3,6,0.401128793692576,0.34780400137366,1
4,6,0.403287168570257,0.365312846811326,1
5,6,0.403468029049015,0.380522808697488,1
6,6,0.402034651223941,0.393295420456634,1
7,6,0.399346164544348,0.403516589598615,1
8,6,0.395724493567094,0.411098052337334,1
9,6,0.391422897721416,0.415978477741366,1
10,6,0.386599636649613,0.418124205139299,1
11,6,0.381300303154106,0.417529604057445,1
12,6,0.375452146363006,0.414217051688019,1
13,6,0.368873101183855,0.408236528682479,1
14,6,0.361296739516169,0.399664839847079,1
15,6,0.352411428758585,0.388604471995532,1
16,6,0.34190789535074,0.375182106698391,1
17,6,0.329525818755156,0.359546810874741,1
18,6,0.315089421926318,0.34186793301801,1
19,6,0.298525519459154,0.322332737258468,1
20,6,0.279863791981143,0.301143811371796,1
21,6,0.259224863422074,0.278516288185195,1
22,6,0.236804051757438,0.254674922558027,1
23,6,0.212856689613284,0.229851068180847,1
24,6,0.187686407062291,0.204279599813112,1
25,6,0.161633641865586,0.178195827244923,1
26,6,0.135060218372196,0.151832447212226,1
27,6,0.108327711029468,0.125416578719433,1
28,6,0.0817712441679932,0.0991669257415503,1
29,6,0.0556741283816368,0.0732911091134699,1
30,6,0.0302502733797196,0.0479832066019474,1
31,6,0.00563984714236663,0.0234215367408291,1
32,6,-0.0180801287945776,-0.000233281953313545,1
33,6,-0.0408729492607499,-0.0228399692168515,1
34,6,-0.0627130961416544,-0.0442778964215346,1
35,6,-0.0835578150187566,-0.0644480580007447,1
36,6,-0.103325382272666,-0.0832736892736613,1
37,6,-0.121883806961495,-0.100700524647656,1
38,6,-0.139051263449142,-0.116696695885689,1
39,6,-0.154607478228826,-0.13125227582203,1
40,6,-0.168313675430257,-0.144378478506395,1
41,6,-0.179937488627929,-0.156106532165225,1
42,6,-0.189278702913771,-0.166486246504118,1
43,6,-0.196192152782182,-0.175584300656519,1
44,6,-0.200605522381666,-0.183482282435274,1
45,6,-0.202531490873051,-0.190274513397348,1
46,6,-0.202074729864782,-0.196065697527233,1
47,6,-0.199434262004953,-0.200968434029787,1
48,6,-0.194900980675295,-0.20510063675639,1
49,6,-0.188849507438464,-0.208582904137872,1
50,6,-0.18172365791287,-0.211535884142724,1
1,7,0.372624885000031,0.298713938730853,1
2,7,0.382067938189204,0.323906481536679,1
3,7,0.389212763723402,0.347188265028986,1
4,7,0.394294367317192,0.368343629652249,1
5,7,0.397579695995399,0.387177233981089,1
6,7,0.399346164544348,0.403516589598615,1
7,7,0.399857501034003,0.417214289883617,1
8,7,0.399339042433707,0.428149899496869,1
9,7,0.397955202684176,0.436231476485779,1
10,7,0.395791996520311,0.441396704491619,1
11,7,0.392847131867073,0.443613618457897,1
12,7,0.389029405527251,0.442880913409458,1
13,7,0.384168168885899,0.439227832203604,1
14,7,0.378032536650053,0.432713634547642,1
15,7,0.370358647060985,0.423426655932285,1
16,7,0.360881636808396,0.411482971347752,1
17,7,0.349367633335851,0.397024684632318,1
18,7,0.335640990403104,0.380217869958052,1
19,7,0.319603728253621,0.361250197197293,1
20,7,0.301246924525559,0.340328277654509,1
21,7,0.280655886421701,0.317674770817669,1
22,7,0.258010926455254,0.293525296316346,1
23,7,0.233583596904497,0.268125198115765,1
24,7,0.207725943954323,0.241726210082783,1
25,7,0.180849727039707,0.214583073399294,1
26,7,0.153394656462701,0.186950156850208,1
27,7,0.125788919651183,0.15907813076938,1
28,7,0.0984095989914444,0.131210744391979,1
29,7,0.0715526960687663,0.103581754553155,1
30,7,0.0454209296481321,0.0764120511194951,1
31,7,0.0201325229279903,0.0499070212826555,1
32,7,-0.00425226840922542,0.024254190935736,1
33,7,-0.0276954670611006,-0.000378823145465281,1
34,7,-0.050147166979212,-0.023846021610667,1
35,7,-0.0715216288889006,-0.0460243680821989,1
36,7,-0.0916879332237299,-0.0668147544975362,1
37,7,-0.110474375352336,-0.0861425748711826,1
38,7,-0.12768231353178,-0.10395790233138,1
39,7,-0.143104182379261,-0.120235270584414,1
40,7,-0.156541331453566,-0.134973067222832,1
41,7,-0.167819065381322,-0.148192552424799,1
42,7,-0.17679790793822,-0.159936522493404,1
43,7,-0.183381469375207,-0.170267643263861,1
44,7,-0.187522323637017,-0.179266483575452,1
45,7,-0.189227718577736,-0.187029283682234,1
46,7,-0.188566393651783,-0.193665497588518,1
47,7,-0.185676328336514,-0.199295151777308,1
48,7,-0.180771547138724,-0.204046065597678,1
49,7,-0.174145054487451,-0.208050980646726,1
50,7,-0.166165133182791,-0.211444647791099,1
1,8,0.355935463481749,0.289199295276253,1
2,8,0.367423293788944,0.317748716874948,1
3,8,0.376951710499519,0.344450151157759,1
4,8,0.384712535144382,0.36905652033666,1
5,8,0.390905731263681,0.391340616965588,1
6,8,0.395724493567095,0.411098052337334,1
7,8,0.399339042433708,0.428149899496869,1
8,8,0.401880308807412,0.442344991479467,1
9,8,0.403425349439846,0.453561840595219,1
10,8,0.403986669147315,0.4617101503257,1
11,8,0.403507395260384,0.466731897583779,1
12,8,0.401863470183587,0.468601969617547,1
13,8,0.398872979146837,0.46732834661172,1
14,8,0.394311736199819,0.462951827949164,1
15,8,0.387933492091558,0.455545307033189,1
16,8,0.379492682096428,0.445212606429716,1
17,8,0.368767643921114,0.432086891760158,1
18,8,0.355582842670188,0.416328689156637,1
19,8,0.339829604121173,0.398123537081549,1
20,8,0.321485396941328,0.377679308819795,1
21,8,0.300630979347996,0.355223246888722,1
22,8,0.277462693540786,0.330998754900813,1
23,8,0.252294995797233,0.305261995990991,1
24,8,0.225547738432427,0.278278349728562,1
25,8,0.197715072926464,0.250318781429921,1
26,8,0.169317990738336,0.221656178941741,1
27,8,0.140848714611969,0.192561712258122,1
28,8,0.112719723758406,0.163301270765259,1
29,8,0.0852307623657147,0.134132031483534,1
30,8,0.0585628556487432,0.105299209422731,1
31,8,0.0328003347288581,0.0770330381175092,1
32,8,0.00797307414227161,0.0495460246163551,1
33,8,-0.0158949719317471,0.0230305187181728,1
34,8,-0.0387458388981849,-0.00234336884206869,1
35,8,-0.0604667178018032,-0.0264294701829358,1
36,8,-0.0808909780815833,-0.0491068630350982,1
37,8,-0.0998162105403061,-0.0702807558795831,1
38,8,-0.117030057270642,-0.0898829455394442,1
39,8,-0.132334532532316,-0.107871844102208,1
40,8,-0.145562720401643,-0.124232078887182,1
41,8,-0.156585973322513,-0.138973675933536,1
42,8,-0.165313268022137,-0.152130844065212,1
43,8,-0.171686519698308,-0.163760382883426,1
44,8,-0.175676394766266,-0.173939743947449,1
45,8,-0.177282546660228,-0.182764779836474,1
46,8,-0.176540310494489,-0.1903472206541,1
47,8,-0.173533187241473,-0.196811921765746,1
48,8,-0.168407848541439,-0.202293930081731,1
49,8,-0.161386901876378,-0.206935418959618,1
50,8,-0.15277482145752,-0.210882543755553,1
1,9,0.340145911129433,0.278104523328215,1
2,9,0.353294748534274,0.309748018734543,1
3,9,0.364850024005828,0.339622674603175,1
4,9,0.37496793289003,0.367453061529767,1
5,9,0.38378755289968,0.392982919355845,1
6,9,0.391422897721416,0.415978477741366,1
7,9,0.397955202684177,0.436231476485779,1
8,9,0.403425349439845,0.453561840595219,1
9,9,0.407826997644706,0.46781997031314,1
10,9,0.411101626672465,0.478888612169245,1
11,9,0.413136924112604,0.486684283466024,1
12,9,0.413769630836738,0.49115822941383,1
13,9,0.412793217146068,0.492296899238457,1
14,9,0.409969957542532,0.490121934908207,1
15,9,0.405046411617201,0.484689673546093,1
16,9,0.397771218594591,0.476090171991223,1
17,9,0.387914561587311,0.464445769235827,1
18,9,0.37528946715911,0.449909209477479,1
19,9,0.359775610997212,0.432661355180272,1
20,9,0.341345548218567,0.412908525730124,1
21,9,0.320090803697005,0.390879502901575,1
22,9,0.296241822481696,0.366822249338515,1
23,9,0.270173363005356,0.341000390511802,1
24,9,0.242387620714957,0.313689514086458,1
25,9,0.21347208651971,0.285173343256489,1
26,9,0.184036804703358,0.255739842345794,1
27,9,0.154643552181006,0.225677313802873,1
28,9,0.12574421064015,0.19527054562269,1
29,9,0.0976448165592949,0.164797067213782,1
30,9,0.0705050476975831,0.13452356980919,1
31,9,0.0443722383465718,0.104702544727213,1
32,9,0.0192381989683929,0.0755691891671936,1
33,9,-0.00489972259572826,0.0473386248342955,1
34,9,-0.027992044404899,0.0202034695955239,1
35,9,-0.0499171630434191,-0.00566820334205075,1
36,9,-0.0704897111140131,-0.0301344904801006,1
37,9,-0.0894892110982121,-0.0530808457243326,1
38,9,-0.106695711600636,-0.0744208161402894,1
39,9,-0.121919714660705,-0.0940963183919341,1
40,9,-0.135018672028022,-0.112077455793211,1
41,9,-0.145898616804951,-0.128361883194872,1
42,9,-0.154504584535384,-0.142973734089942,1
43,9,-0.160806308473972,-0.155962131238179,1
44,9,-0.164786246736081,-0.167399308673721,1
45,9,-0.166435612743066,-0.177378379067182,1
46,9,-0.165761141768523,-0.186010785967632,1
47,9,-0.162801595263869,-0.193423485363696,1
48,9,-0.157649628520262,-0.199755905199155,1
49,9,-0.150472747467538,-0.205156734891045,1
50,9,-0.141527217574784,-0.209780599473884,1
1,10,0.325583106697485,0.265536839429517,1
2,10,0.340019140321651,0.299984931203743,1
3,10,0.35322756863065,0.332758608114963,1
4,10,0.36534122582288,0.363557497849849,1
5,10,0.376450039008548,0.392099454574191,1
6,10,0.386599636649614,0.418124205139299,1
7,10,0.395791996520311,0.441396704491619,1
8,10,0.403986669147315,0.4617101503257,1
9,10,0.411101626672465,0.478888612169245,1
10,10,0.417013661718378,0.492789235933429,1
11,10,0.421559061850368,0.503303991410872,1
12,10,0.42453567215033,0.510360937156719,1
13,10,0.4257073732799,0.513924984536753,1
14,10,0.424811643738932,0.513998150355252,1
15,10,0.42157053159938,0.510619295265418,1
16,10,0.415705275708757,0.503863352994617,1
17,10,0.406955088932623,0.493840063163271,1
18,10,0.395101019068903,0.48069222801875,1
19,10,0.37999561715277,0.464593520626365,1
20,10,0.361597429869943,0.445745878845765,1
21,10,0.340005798021351,0.424376525666739,1
22,10,0.315487249376014,0.400734662086451,1
23,10,0.28848236800395,0.375087883592856,1
24,10,0.259583788002061,0.34771837540092,1
25,10,0.229482595846047,0.318918944805725,1
26,10,0.198890193283382,0.288988951320098,1
27,10,0.168451985962353,0.258230196618665,1
28,10,0.138674226431732,0.226942836694957,1
29,10,0.109883436734069,0.195421378048187,1
30,10,0.0822290628428577,0.163950818161947,1
31,10,0.0557270602616909,0.132802988043656,1
32,10,0.0303294965048034,0.102233151201354,1
33,10,0.005997669746285,0.0724769091977276,1
34,10,-0.0172433657943223,0.0437474589075524,1
35,10,-0.0392827838995761,0.0162332408939053,1
36,10,-0.0599358452105277,-0.0099039879987884,1
37,10,-0.0789793677869739,-0.0345306315603345,1
38,10,-0.0961944198063681,-0.0575422615860669,1
39,10,-0.111400825764157,-0.0788641441563189,1
40,10,-0.124474312600101,-0.0984512809468865,1
41,10,-0.135344947495744,-0.116287969407348,1
42,10,-0.143981822182324,-0.132386893279933,1
43,10,-0.150372358318598,-0.146787762368626,1
44,10,-0.154505135046459,-0.159555527588939,1
45,10,-0.15636323685659,-0.17077820402095,1
46,10,-0.155931421429217,-0.180564340846289,1
47,10,-0.153215898354923,-0.18904018257666,1
48,10,-0.148271521987327,-0.19634657079034,1
49,10,-0.141228968202551,-0.202635639608173,1
50,10,-0.132314571689159,-0.208067361298924,1
1,11,0.312191020655049,0.251615192692036,1
2,11,0.327626149802964,0.288555469136922,1
3,11,0.342162646203687,0.32392974228064,1
4,11,0.355925570291984,0.357416397631938,1
5,11,0.36897308211637,0.388710877950506,1
6,11,0.381300303154107,0.417529604057445,1
7,11,0.392847131867073,0.443613618457897,1
8,11,0.403507395260382,0.466731897583779,1
9,11,0.413136924112602,0.486684283466024,1
10,11,0.421559061850368,0.503303991410872,1
11,11,0.428567360622436,0.516459656693734,1
12,11,0.433926332765937,0.526056890296219,1
13,11,0.437371849421599,0.532039321187711,1
14,11,0.438613110067537,0.534389110475384,1
15,11,0.437338201836189,0.533126930793597,1
16,11,0.433225283140394,0.528311412449311,1
17,11,0.425961395790271,0.520038065957324,1
18,11,0.415270592710265,0.508437698560727,1
19,11,0.40095185035818,0.493674350013764,1
20,11,0.382924397033238,0.475942780186186,1
21,11,0.361273592688465,0.455465547816655,1
22,11,0.336285762152073,0.432489725892064,1
23,11,0.308458123407871,0.407283304564236,1
24,11,0.278472739485092,0.380131337150497,1
25,11,0.247131853749783,0.351331888528466,1
26,11,0.215263787082432,0.321191848069593,1
27,11,0.183619433802383,0.290022671117057,1
28,11,0.152784778460313,0.258136113873317,1
29,11,0.12313209155839,0.225840026408352,1
30,11,0.0948218841489336,0.193434267334943,1
31,11,0.0678526356264358,0.161206801541541,1
32,11,0.0421409437345046,0.129430039261239,1
33,11,0.0176062639698741,0.0983574707372346,1
34,11,-0.00576503316015514,0.0682206458848808,1
35,11,-0.02789225085714,0.0392265427257228,1
36,11,-0.0486113820591698,0.0115553620689376,1
37,11,-0.0677131636700874,-0.0146412209594106,1
38,11,-0.0849897528239767,-0.0392413252800425,1
39,11,-0.100272577876731,-0.0621536365487153,1
40,11,-0.113450871614191,-0.0833176765196502,1
41,11,-0.124469243173064,-0.102703569456404,1
42,11,-0.133309837801147,-0.120311313960021,1
43,11,-0.139968552186957,-0.136169576431381,1
44,11,-0.14443536107932,-0.15033402995729,1
45,11,-0.146686621451102,-0.162885269588578,1
46,11,-0.146693037015294,-0.173926341649868,1
47,11,-0.144441935949184,-0.18357993077981,1
48,11,-0.139968110700715,-0.191985253751755,1
49,11,-0.133385013820986,-0.199294713684022,1
50,11,-0.124908206589767,-0.205670371944424,1
1,12,0.29950920291019,0.236468701664787,1
2,12,0.315812537211883,0.275569832664327,1
3,12,0.33146757558544,0.313225897235386,1
4,12,0.346607347886629,0.349097977190735,1
5,12,0.361279218500023,0.382862834444456,1
6,12,0.375452146363006,0.414217051688019,1
7,12,0.389029405527251,0.442880913409458,1
8,12,0.401863470183586,0.468601969617547,1
9,12,0.413769630836738,0.49115822941383,1
10,12,0.424535672150329,0.510360937156719,1
11,12,0.433926332765937,0.526056890296219,1
12,12,0.441682854416755,0.538130264926215,1
13,12,0.447519354013314,0.546503922594898,1
14,12,0.451118853426804,0.551140179815552,1
15,12,0.452132559544245,0.552041029906208,1
16,12,0.450186393299006,0.549247815129506,1
17,12,0.44489869266533,0.542840355473181,1
18,12,0.435912117591716,0.532935548675993,1
19,12,0.422940499671343,0.519685464134673,1
20,12,0.405827205846867,0.503274960998922,1
21,12,0.38460578640561,0.483918867954141,1
22,12,0.359547988751444,0.461858768792977,1
23,12,0.331181701571424,0.437359443784261,1
24,12,0.300264951280671,0.410705021969313,1
25,12,0.267712354789887,0.382194903771601,1
26,12,0.234484712887296,0.352139516630223,1
27,12,0.201465461181569,0.32085596870949,1
28,12,0.169354104003209,0.288663667060244,1
29,12,0.138603507527705,0.25587996689362,1
30,12,0.109415642325771,0.222815917871456,1
31,12,0.0817930702497198,0.18977217153236,1
32,12,0.0556271087028401,0.157035111187765,1
33,12,0.0307938975271559,0.124873261882996,1
34,12,0.00722991584697818,0.0935340333843439,1
35,12,-0.0150315383460973,0.063240843698306,1
36,12,-0.0358659834820852,0.0341906644403498,1
37,12,-0.0550940766302929,0.00655202254611311,1
38,12,-0.0725291704384315,-0.0195365145337963,1
39,12,-0.0880172271966476,-0.043967350776786,1
40,12,-0.101457365742038,-0.0666643593407678,1
41,12,-0.112800719788361,-0.0875828630086063,1
42,12,-0.122033080544629,-0.106709102448187,1
43,12,-0.129151136915474,-0.124059205553179,1
44,12,-0.134142867797346,-0.139677679042512,1
45,12,-0.136980363416551,-0.153635451056131,1
46,12,-0.137628932825422,-0.166027500571364,1
47,12,-0.136071053623108,-0.176970115966524,1
48,12,-0.132339108253281,-0.186597830873593,1
49,12,-0.126548308898124,-0.195060090498504,1
50,12,-0.118921355241561,-0.20251770576637,1
1,13,0.286738155222109,0.220234974959491,1
2,13,0.303982751083752,0.261150945722829,1
3,13,0.320712387017134,0.300753701168637,1
4,13,0.337080114581995,0.338691138007989,1
5,13,0.353143410274285,0.374625269560185,1
6,13,0.368873101183855,0.408236528682479,1
7,13,0.384168168885898,0.439227832203604,1
8,13,0.398872979146837,0.46732834661172,1
9,13,0.412793217146068,0.492296899238457,1
10,13,0.425707373279899,0.513924984536753,1
11,13,0.437371849421599,0.532039321187711,1
12,13,0.447519354013313,0.546503922594898,1
13,13,0.455851971919285,0.557221650726766,1
14,13,0.462031965149258,0.564135231133574,1
15,13,0.465674846240332,0.567227715171413,1
16,13,0.466350351041474,0.566522383884298,1
17,13,0.463597251218706,0.562082096494371,1
18,13,0.456956948360173,0.554008094897142,1
19,13,0.446027839755051,0.542438283821387,1
20,13,0.43053708878332,0.527545014262779,1
21,13,0.41041906083847,0.50953240531253,1
22,13,0.385882285991602,0.488633246459899,1
23,13,0.357442968234427,0.465105528742069,1
24,13,0.32590645359842,0.439228658648528,1
25,13,0.292289921131646,0.411299413373748,1
26,13,0.257696916874008,0.381627699778931,1
27,13,0.223170811657851,0.350532182212753,1
28,13,0.18956298606434,0.318335846109582,1
29,13,0.15744859398073,0.285361565004871,1
30,13,0.127108849636516,0.251927738271084,1
31,13,0.0985788219668887,0.218344065490132,1
32,13,0.0717407147283227,0.184907520962593,1
33,13,0.0464310591429498,0.151898588449435,1
34,13,0.0225298330143574,0.119577811902847,1
35,13,9.77270244642125e-06,0.0881827127387914,1
36,13,-0.0210594576482353,0.0579251182177678,1
37,13,-0.0405417919831751,0.0289889388272954,1
38,13,-0.0582803432027381,0.00152842530578989,1
39,13,-0.0741382067448168,-0.0243330717721292,1
40,13,-0.0880215511977091,-0.0485038249919317,1
41,13,-0.0998816275366003,-0.0709239290989139,1
42,13,-0.10970049568831,-0.0915649777867239,1
43,13,-0.117469972758971,-0.110429228375949,1
44,13,-0.123174278410069,-0.127548272620899,1
45,13,-0.126784651839484,-0.142981239711987,1
46,13,-0.128269774061533,-0.15681256493911,1
47,13,-0.12762048644724,-0.169149364331438,1
48,13,-0.124882678631112,-0.180118461783026,1
49,13,-0.120189724046004,-0.189863120613985,1
50,13,-0.113786068552178,-0.198539536118049,1
1,14,0.2728908360402,0.203058340709892,1
2,14,0.291359710526541,0.245432840564877,1
3,14,0.309302200951814,0.286635154121365,1
4,14,0.326896863464612,0.326304231582515,1
5,14,0.34422828493154,0.364091414199368,1
6,14,0.361296739516168,0.399664839847079,1
7,14,0.378032536650053,0.432713634547642,1
8,14,0.394311736199818,0.462951827949164,1
9,14,0.409969957542531,0.490121934908207,1
10,14,0.424811643738931,0.513998150355252,1
11,14,0.438613110067537,0.534389110475384,1
12,14,0.451118853426803,0.551140179815552,1
13,14,0.46203196514926,0.564135231133574,1
14,14,0.471001188853254,0.57329789251973,1
15,14,0.477609144654837,0.578592244428993,1
16,14,0.481368121082558,0.580022957633713,1
17,14,0.481730936222281,0.577634871612362,1
18,14,0.47812386066099,0.571512021396586,1
19,14,0.47000565736214,0.561776129273582,1
20,14,0.456950850233566,0.548584585852833,1
21,14,0.438746609084888,0.532127952728871,1
22,14,0.415483045208281,0.512627026184541,1
23,14,0.387610259203969,0.490329507969692,1
24,14,0.355937029499959,0.465506335055833,1
25,14,0.321558255862831,0.438447725316668,1
26,14,0.285718805295409,0.409459000239478,1
27,14,0.249642774320611,0.378856248968545,1
28,14,0.21437028995426,0.346961900170276,1
29,14,0.180642904453329,0.314100269357017,1
30,14,0.14886357662574,0.280593149395832,1
31,14,0.119134030975924,0.24675551095964,1
32,14,0.0913495626602324,0.212891377667329,1
33,14,0.065316935730276,0.17928993763972,1
34,14,0.040859186011696,0.146221949218164,1
35,14,0.0178813523226534,0.113936493715826,1
36,14,-0.00361151279089873,0.0826581223763038,1
37,14,-0.0235355150075421,0.0525844382907451,1
38,14,-0.0417691093157191,0.0238841469752107,1
39,14,-0.0581938315784152,-0.00330439825335446,1
40,14,-0.072720365992023,-0.0288741379216381,1
41,14,-0.0852951896239915,-0.0527497251094496,1
42,14,-0.0958914188794452,-0.074887419631737,1
43,14,-0.104492523020745,-0.095274464469104,1
44,14,-0.111078835806317,-0.113927959464192,1
45,14,-0.115624804599853,-0.130893255285405,1
46,14,-0.118110633530669,-0.146241898260139,1
47,14,-0.118546789543163,-0.160069163776923,1
48,14,-0.117005391526704,-0.172491222437745,1
49,14,-0.11365017074929,-0.183641988906051,1
50,14,-0.108757035963791,-0.193669708351733,1
1,15,0.257000680678536,0.185088011210148,1
2,15,0.277146718208603,0.228558912447785,1
3,15,0.296597448268719,0.271005998755421,1
4,15,0.315555169270199,0.312063570763295,1
5,15,0.334142204044575,0.351376459115048,1
6,15,0.352411428758584,0.388604471995532,1
7,15,0.370358647060985,0.423426655932285,1
8,15,0.387933492091558,0.455545307033189,1
9,15,0.405046411617201,0.484689673546093,1
10,15,0.42157053159938,0.510619295265418,1
11,15,0.43733820183619,0.533126930793597,1
12,15,0.452132559544246,0.552041029906208,1
13,15,0.465674846240331,0.567227715171413,1
14,15,0.477609144654838,0.578592244428993,1
15,15,0.487488055330819,0.586079933625515,1
16,15,0.494765286757455,0.589676527706674,1
17,15,0.498803213933395,0.589408015657337,1
18,15,0.498903948062608,0.58533989422343,1
19,15,0.494370253551528,0.577575893215407,1
20,15,0.484596946079104,0.566256183450201,1
21,15,0.469184063613845,0.551555096209868,1
22,15,0.448051550150574,0.53367839045848,1
23,15,0.421525389150953,0.51286011084974,1
24,15,0.390363021535615,0.48935908567008,1
25,15,0.35569633869547,0.463455119201004,1
26,15,0.318893082860794,0.435444937467123,1
27,15,0.281364506255506,0.405637949893286,1
28,15,0.24436698337794,0.374351891970775,1
29,15,0.208848651218433,0.341908415589307,1
30,15,0.175377330327677,0.308628694205206,1
31,15,0.144159322692302,0.274829109479891,1
32,15,0.115130949292834,0.240817084446197,1
33,15,0.0880859218517549,0.206887125669178,1
34,15,0.0627973507937739,0.173317133304872,1
35,15,0.0391029479128371,0.14036503348222,1
36,15,0.016940294088309,0.108265782111598,1
37,15,-0.00366207064049093,0.0772287831431639,1
38,15,-0.0226195490528677,0.0474357575560616,1
39,15,-0.0398314087597558,0.0190390920627596,1
40,15,-0.0552101262645166,-0.0078393112228325,1
41,15,-0.0686936986974112,-0.0331086709566723,1
42,15,-0.0802429861629129,-0.0567094436189418,1
43,15,-0.0898315188661446,-0.0786129247936485,1
44,15,-0.0974368196207697,-0.0988203462410458,1
45,15,-0.103040613930298,-0.117361488352567,1
46,15,-0.106641316607259,-0.13429283527003,1
47,15,-0.108277307274545,-0.149695307191374,1
48,15,-0.10805536334422,-0.163671611059838,1
49,15,-0.106176531744199,-0.176343256837001,1
50,15,-0.102952194676913,-0.187847291797824,1
1,16,0.23833535361666,0.166476209937487,1
2,16,0.260701718817844,0.210680070573833,1
3,16,0.282049579275958,0.254013922625485,1
4,16,0.302597580562203,0.296111710174206,1
5,16,0.322509760410757,0.33661593929961,1
6,16,0.341907895350739,0.375182106698391,1
7,16,0.360881636808396,0.411482971347752,1
8,16,0.379492682096428,0.445212606429716,1
9,16,0.397771218594591,0.476090171991223,1
10,16,0.415705275708757,0.503863352994617,1
11,16,0.433225283140395,0.528311412449311,1
12,16,0.450186393299004,0.549247815129506,1
13,16,0.466350351041475,0.566522383884298,1
14,16,0.481368121082558,0.580022957633713,1
15,16,0.494765286757456,0.589676527706674,1
16,16,0.505934581440633,0.595449837096391,1
17,16,0.514142775713648,0.59734943536158,1
18,16,0.518560884639511,0.595421190160898,1
19,16,0.518325753166241,0.589749264644145,1
20,16,0.512636401444405,0.580454578008309,1
21,16,0.500879502727956,0.567692774333694,1
22,16,0.482765760537793,0.551651732222911,1
23,16,0.45844609998173,0.532548654658331,1
24,16,0.428569864294487,0.510626784764303,1
25,16,0.394253596447662,0.486151798711267,1
26,16,0.356951032703861,0.459407931744165,1
27,16,0.31824663129289,0.430693897183215,1
28,16,0.279622984112007,0.400318661172115,1
29,16,0.24226329960091,0.368597137891822,1
30,16,0.206938217356218,0.335845870888113,1
31,16,0.173996976129942,0.302378766064795,1
32,16,0.143449279703143,0.268502940774219,1
33,16,0.115099342624154,0.234514751311907,1
34,16,0.0886853600025588,0.200696058026938,1
35,16,0.0639862313331251,0.167310783244417,1
36,16,0.040876663765894,0.134601812325157,1
37,16,0.019332750617822,0.102788282538454,1
38,16,-0.000595192162314754,0.0720632980866176,1
39,16,-0.0188211325922087,0.0425921026954666,1
40,16,-0.0352560305659577,0.0145107337834133,1
41,16,-0.0498263475929262,-0.0120748255395944,1
42,16,-0.0624785849439519,-0.0370889883899947,1
43,16,-0.0731757955415961,-0.0604863998000734,1
