date,sh600028_daily,sh600075_daily,sh600078_daily,sh600096_daily,sh600121_daily,sh600123_daily,sh600133_daily,sh600135_daily,sh600141_daily,sh600157_daily,sh600160_daily,sh600165_daily,sh600188_daily,sh600309_daily,sh600547_daily,sh601212_daily,sh601225_daily,sh601857_daily,sh601899_daily,sh688019_daily,sh688028_daily,sh688106_daily,sh688129_daily,sh688133_daily,sh688146_daily,sh688196_daily,sh688268_daily,sh688357_daily,sh688388_daily,sh688571_daily,sh688585_daily,sh688669_daily,sh688707_daily,sh688722_daily,sh688778_daily,sz000059_daily,sz000060_daily,sz000096_daily,sz000301_daily,sz000420_daily,sz000422_daily,sz000506_daily,sz000510_daily,sz000523_daily,sz000525_daily,sz300019_daily,sz300037_daily,sz300041_daily,sz300054_daily,sz300057_daily,sz300082_daily,sz300107_daily,sz300109_daily,sz300121_daily
2023-09-19,25.49,55.15,57.18,45.67,22.62,116.08,29.27,20.83,74.36,72.78,173.66,18.99,140.85,3750.52,579.73,2.95,29.11,13.11,27.42,305.42,30.29,26.34,15.24,76.49,36.65,53.38,68.54,74.8,30.16,9.51,8.14,23.49,24.42,14.34,59.37,11.22,216.0,26.05,27.0,22.26,154.96,15.44,59.21,21.81,70.52,123.39,278.93,83.46,265.8,17.62,59.7,49.53,89.13,63.16
2023-09-20,25.45,58.64,57.79,45.59,22.18,116.56,29.67,20.69,73.9,71.77,176.67,18.79,138.21,3706.87,575.09,2.95,29.32,13.13,27.59,304.75,29.82,25.97,15.29,74.46,35.98,53.22,67.13,73.88,29.85,9.44,8.13,23.4,24.01,14.23,58.61,11.15,213.59,25.65,26.95,21.65,154.27,15.5,58.41,21.28,70.37,122.78,276.55,82.11,267.22,17.46,59.29,49.34,88.86,62.97
2023-09-21,25.37,57.4,55.03,45.72,21.98,114.53,29.09,20.72,72.94,70.75,170.88,18.69,136.66,3682.62,568.7,2.91,29.15,12.92,27.26,310.95,29.6,25.86,15.12,73.87,35.77,52.62,67.18,72.71,29.44,9.51,8.17,23.27,23.75,14.09,58.82,11.06,212.38,25.39,26.51,21.51,152.08,14.72,57.96,21.21,69.04,121.26,277.0,81.79,261.92,17.43,58.63,49.04,87.48,62.65
2023-09-22,25.87,56.73,55.77,46.01,21.78,113.45,29.89,20.86,73.44,71.77,164.98,19.34,132.86,3766.28,562.74,2.92,28.98,13.11,26.92,320.11,30.58,26.52,16.19,74.11,37.02,53.0,68.38,74.6,30.71,9.65,8.26,23.78,24.64,14.45,59.6,11.13,209.96,25.3,26.75,21.85,153.18,14.57,59.09,21.48,69.04,122.1,280.53,84.1,270.44,17.72,59.29,49.93,91.05,62.39
2023-09-25,25.45,56.73,53.68,45.23,21.53,113.57,28.91,20.8,71.76,70.75,165.76,18.74,132.99,3695.15,568.48,2.88,29.04,12.94,26.57,317.3,30.66,26.14,15.7,74.62,36.69,52.49,69.14,74.7,29.98,9.59,8.18,23.54,24.04,14.28,59.32,10.93,208.35,25.42,26.72,21.51,150.85,14.66,57.96,21.34,67.32,122.1,282.01,82.9,266.18,17.17,58.54,49.53,89.5,63.03
2023-09-26,25.33,55.6,53.41,44.73,21.19,112.98,29.98,20.54,70.44,70.24,169.65,18.45,131.51,3682.62,563.84,2.86,28.8,12.9,26.34,306.91,30.97,26.0,15.28,73.49,36.08,51.94,67.51,73.47,29.23,9.51,7.95,23.08,23.47,14.22,60.93,10.78,207.14,25.28,26.63,21.03,146.61,14.27,57.16,21.34,67.4,120.73,281.05,82.03,264.89,16.83,56.72,48.35,88.9,62.52
2023-09-27,25.53,55.71,53.62,44.55,21.14,112.26,30.16,20.69,70.72,70.24,170.1,18.69,130.02,3605.43,559.87,2.85,28.47,12.94,25.84,296.72,31.33,26.31,14.8,76.36,36.43,53.37,67.27,74.54,29.95,9.57,8.03,23.12,24.03,14.34,61.16,10.75,205.93,25.25,26.77,21.24,148.8,13.79,57.62,21.34,66.62,121.19,284.7,82.74,266.57,16.98,56.56,48.65,91.1,63.16
2023-10-20,23.59,50.2,45.47,42.05,20.69,111.07,34.99,19.82,65.84,68.2,158.97,16.95,127.9,3435.28,552.81,2.73,28.18,12.43,24.26,314.06,31.01,24.79,15.21,70.85,34.56,48.82,67.33,78.51,29.36,9.17,7.64,22.04,23.21,13.3,59.64,10.4,191.02,25.88,24.27,20.15,135.54,14.24,52.96,20.48,59.84,120.13,263.2,79.64,280.77,16.38,55.81,46.68,82.4,61.3
2023-10-23,23.13,48.17,43.17,40.62,20.05,108.32,32.62,19.35,63.73,67.69,154.74,16.51,126.22,3390.02,546.64,2.66,27.99,12.24,23.84,312.74,29.38,24.28,14.84,68.94,32.96,47.58,64.35,75.38,28.33,9.0,7.27,21.31,22.11,12.85,57.61,10.07,181.75,24.5,23.6,19.47,130.06,12.82,51.14,20.01,57.03,117.93,258.38,76.77,273.54,15.72,53.41,45.3,79.79,54.81
2023-10-24,23.25,48.85,44.59,41.04,20.49,109.76,33.29,19.9,64.44,68.71,155.63,17.15,127.96,3421.54,548.18,2.7,28.08,12.55,24.47,332.92,30.6,25.03,15.51,69.17,34.0,48.29,66.06,78.02,28.14,9.86,7.61,22.54,22.11,13.51,57.22,10.31,187.39,25.76,23.72,20.08,131.3,12.91,53.07,20.61,59.91,121.26,262.56,77.81,277.54,16.04,55.4,47.37,85.84,55.06
2023-10-25,22.72,50.31,46.68,41.64,20.89,112.14,34.01,20.16,66.09,69.73,158.85,17.85,130.28,3474.08,549.06,2.74,28.07,11.85,25.15,329.26,31.48,24.74,15.4,67.58,33.94,47.96,66.18,79.73,28.04,10.13,7.7,22.68,22.28,13.68,57.48,10.47,189.0,25.96,23.83,20.69,133.21,12.88,53.87,20.74,62.88,120.96,261.85,78.13,275.35,16.11,56.8,48.06,81.3,55.58
2023-10-26,23.05,49.97,46.48,41.48,20.59,109.52,35.44,20.22,66.09,69.22,156.18,17.3,127.38,3476.1,551.49,2.76,28.15,12.05,25.15,332.9,31.45,24.27,15.51,66.3,33.73,46.87,64.14,80.16,27.67,10.23,7.7,22.42,22.53,13.82,57.63,10.26,190.61,25.62,23.95,20.76,131.71,12.79,53.3,20.81,64.59,120.66,261.14,77.81,287.35,15.85,56.22,48.06,81.03,56.22
2023-10-27,23.21,50.65,47.15,42.08,20.74,109.28,35.08,20.31,67.91,69.73,164.31,17.65,125.64,3550.46,544.87,2.77,27.71,12.0,25.01,338.17,32.2,25.02,15.71,70.66,34.73,48.64,67.15,80.88,29.05,10.22,7.82,23.08,23.66,14.18,59.64,10.38,191.02,25.16,24.43,21.1,134.99,12.94,54.43,21.21,66.86,123.61,282.84,80.2,299.1,16.4,58.21,48.74,85.24,58.28
2023-10-30,22.34,51.55,47.96,43.17,20.64,106.42,35.04,20.46,69.94,70.24,167.09,17.8,123.9,3581.99,529.87,2.78,27.26,11.53,25.86,345.45,33.86,25.85,17.16,73.9,36.86,48.92,69.64,82.56,29.87,10.11,8.12,23.99,23.91,14.44,60.03,10.53,191.82,25.33,24.5,20.9,138.82,13.21,55.68,21.28,65.3,125.74,283.36,77.81,305.56,16.46,59.21,49.53,86.89,60.14
2023-10-31,22.63,51.78,47.62,43.33,21.04,108.8,38.53,20.46,70.12,69.73,168.65,17.65,125.83,3588.86,527.0,2.77,27.9,11.51,25.9,354.83,34.39,25.37,16.75,73.29,36.41,45.04,70.88,82.84,29.49,9.98,8.5,24.14,23.94,14.37,59.76,10.68,190.61,25.65,24.62,20.69,139.09,13.33,56.02,21.34,65.92,125.36,283.48,76.29,309.82,16.25,58.96,49.73,86.84,60.98
2023-11-01,22.67,51.78,47.76,43.35,20.69,107.73,37.45,20.51,70.15,69.22,166.65,17.6,123.71,3455.49,524.58,2.78,27.79,11.58,25.4,339.5,35.48,25.0,16.77,71.44,36.37,45.07,71.11,80.76,29.52,9.98,8.62,24.28,23.64,14.33,59.98,10.78,190.21,26.74,24.55,21.03,139.23,13.15,57.5,21.41,68.96,125.96,280.98,78.44,308.53,16.43,59.87,50.22,86.52,60.98
2023-11-02,22.92,51.1,50.11,43.09,20.54,107.73,36.34,20.37,69.65,69.22,164.75,17.2,124.35,3490.25,521.05,2.77,27.87,11.72,25.42,329.08,34.6,24.2,16.58,69.2,35.71,43.01,69.59,78.1,29.05,9.93,8.39,24.03,22.97,14.08,60.11,10.71,188.6,25.59,24.2,20.69,138.0,13.09,57.39,21.28,67.79,124.52,273.09,76.29,310.85,16.11,58.87,50.32,86.02,59.43
2023-11-03,22.84,51.44,49.91,43.67,20.69,108.21,36.96,20.72,70.08,69.22,167.43,17.6,124.35,3519.75,517.74,2.76,27.84,11.85,25.34,333.03,35.51,24.62,16.76,71.21,36.89,42.98,71.57,78.53,29.84,10.04,8.51,24.53,23.46,14.33,60.89,10.64,188.2,26.11,24.36,20.69,139.23,13.03,57.27,21.28,67.48,125.43,272.83,80.67,314.85,16.35,59.12,50.32,87.71,60.01
2023-11-06,22.26,51.55,51.46,43.87,21.09,107.01,39.07,20.95,71.01,69.73,168.21,18.15,120.93,3562.99,512.22,2.79,27.05,11.46,24.84,330.54,40.43,25.92,16.93,75.74,37.34,43.67,72.68,83.12,31.13,10.2,8.71,24.88,24.38,14.62,62.65,10.77,187.79,26.11,24.55,21.58,141.42,13.27,58.75,21.41,69.43,126.72,287.27,81.47,320.66,16.85,59.45,50.52,91.01,60.01
2023-11-07,22.26,51.89,50.18,43.77,21.09,106.77,42.29,21.12,70.9,70.24,169.21,18.05,121.58,3524.19,510.46,2.78,27.37,11.46,25.01,321.39,37.54,26.06,17.37,76.03,37.39,43.39,72.29,84.64,30.97,10.33,8.71,24.76,24.29,14.52,62.48,10.78,183.36,26.82,24.59,21.78,140.87,13.15,59.09,21.48,70.45,126.72,286.5,82.51,321.18,17.12,59.78,50.52,91.05,60.14
2023-11-08,22.01,51.21,51.53,43.35,21.04,105.34,42.96,21.15,70.33,69.22,165.87,17.9,120.35,3369.81,508.25,2.74,27.43,11.37,24.61,332.88,36.57,25.93,17.2,77.69,37.02,44.08,73.28,81.93,31.01,10.38,8.56,24.86,24.22,14.46,61.56,10.68,180.94,27.02,24.46,21.92,139.5,13.0,59.66,21.28,69.59,126.42,282.71,82.03,314.85,17.01,59.21,50.12,91.37,59.43
2023-11-09,22.38,50.76,51.26,43.61,21.33,108.09,41.3,21.1,70.69,69.22,165.31,17.8,126.93,3433.66,503.62,2.75,28.15,11.46,24.74,328.56,36.02,26.0,17.12,77.6,36.65,44.43,72.83,79.97,31.14,10.33,8.56,24.57,24.4,14.32,60.25,10.69,182.96,28.4,24.59,21.37,140.05,12.85,59.32,21.14,67.64,129.6,278.22,84.58,312.66,18.01,59.29,50.12,90.23,63.48
2023-11-10,22.43,50.88,51.86,43.35,22.27,110.47,40.72,21.62,70.62,69.22,163.86,17.85,127.12,3367.79,500.31,2.73,28.64,11.45,24.53,328.56,36.39,26.21,17.37,79.21,36.49,44.96,73.06,81.1,31.22,10.37,8.57,24.43,24.59,14.36,60.93,10.71,182.15,29.03,24.32,21.31,139.64,12.76,59.77,21.08,68.26,128.77,274.95,82.35,319.76,17.72,59.45,50.52,89.54,64.0
2023-11-13,22.76,51.66,53.95,43.3,22.37,110.83,43.85,22.09,71.12,69.73,164.31,18.15,127.19,3358.49,504.28,2.77,28.55,11.55,24.78,336.58,38.1,26.36,17.38,78.39,36.39,44.91,73.27,81.14,31.19,10.51,8.57,25.0,24.24,14.63,61.3,10.82,184.57,28.08,24.41,21.51,140.46,13.03,60.34,21.41,68.34,127.55,271.22,83.3,317.3,17.48,59.62,51.4,89.68,62.71
2023-11-14,22.55,51.66,53.08,42.81,21.78,109.04,43.23,22.06,71.65,69.73,165.2,18.2,125.45,3341.52,500.75,2.77,28.24,11.48,24.69,334.56,38.18,26.5,17.31,79.08,36.65,44.87,73.07,80.95,31.33,10.31,8.53,24.84,24.27,14.68,60.95,10.77,185.38,28.51,24.36,21.44,140.05,12.88,60.46,21.28,69.35,127.1,280.85,82.9,320.14,17.59,59.7,50.42,89.5,61.55
2023-11-15,22.92,51.78,54.15,43.15,21.98,110.11,43.23,22.73,72.12,70.24,171.32,18.35,126.41,3366.58,501.2,2.8,28.44,11.61,24.99,326.04,37.92,26.36,17.48,79.9,36.75,45.48,73.19,80.17,31.73,10.42,8.62,24.76,24.53,14.7,62.08,10.93,187.39,28.31,24.62,21.58,141.01,13.03,60.12,21.28,69.04,130.81,289.07,84.18,317.56,17.64,60.12,50.62,90.69,62.84
2023-11-16,22.72,51.66,53.28,42.76,21.68,111.19,43.45,22.32,70.72,69.73,167.54,18.1,127.96,3328.18,497.0,2.74,28.49,11.53,24.92,315.36,37.49,26.07,17.23,79.09,35.92,44.81,71.94,78.93,31.04,10.44,8.55,24.65,23.71,14.48,60.46,10.91,185.38,28.0,24.18,21.17,138.95,12.88,59.55,21.34,68.1,129.53,286.63,83.86,309.82,17.4,59.45,50.71,89.09,61.17
2023-11-17,22.55,51.21,53.48,42.5,21.63,112.74,44.39,22.73,70.72,69.73,167.54,18.2,127.12,3326.16,502.08,2.76,28.61,11.38,24.92,316.6,37.64,26.8,17.26,77.71,36.29,45.37,72.36,80.26,31.3,10.45,8.87,24.74,23.95,14.59,60.59,10.86,186.99,28.14,24.11,21.17,139.5,13.09,59.43,21.41,68.42,130.28,287.21,86.73,314.72,17.85,59.78,50.91,90.69,61.75
2023-11-20,22.76,51.55,52.0,42.26,21.68,111.66,43.32,22.93,70.76,69.22,169.21,18.45,127.51,3326.16,498.55,2.75,28.56,11.48,24.69,313.87,41.43,26.95,17.51,77.0,36.97,45.13,78.71,80.66,31.42,10.46,8.87,25.0,24.17,14.87,60.38,10.91,185.38,28.0,24.18,21.51,140.05,13.03,60.68,21.54,68.65,131.04,282.97,90.79,319.5,18.17,60.36,51.4,91.79,61.94
2023-11-21,22.8,51.55,51.46,42.52,21.88,111.9,40.41,22.49,70.15,69.73,172.21,18.4,126.99,3343.54,501.64,2.75,28.64,11.53,25.28,315.89,39.83,26.09,17.43,76.73,36.24,45.01,77.54,79.31,30.91,10.4,8.66,24.8,24.07,14.71,60.21,10.86,185.78,28.63,24.22,22.05,139.23,13.12,60.0,21.61,68.49,129.68,284.9,88.56,315.24,17.91,60.53,51.11,93.43,61.1
2023-11-22,22.67,50.76,51.26,42.03,21.58,111.31,40.45,22.61,69.19,69.73,170.32,18.15,126.54,3306.76,501.64,2.72,28.95,11.51,24.88,308.28,38.21,25.62,17.26,75.69,35.33,44.0,74.76,76.9,30.19,10.35,8.55,24.94,23.33,14.53,59.17,10.84,182.96,29.29,23.78,21.78,137.45,12.97,61.82,21.74,67.71,128.09,282.39,86.49,312.4,17.54,59.7,51.01,90.64,62.52
2023-11-23,22.67,50.88,51.86,42.13,21.78,112.74,41.12,23.02,70.08,69.73,180.34,18.3,127.32,3303.93,496.12,2.73,29.49,11.5,24.97,316.45,38.67,25.71,17.37,76.5,35.78,45.08,76.08,77.59,30.48,10.4,8.68,25.05,23.7,14.64,58.68,10.95,184.97,31.12,23.9,21.51,138.54,13.0,59.77,21.74,66.31,130.28,280.47,86.57,316.79,17.69,59.78,51.6,91.79,65.02
2023-11-24,22.72,50.54,53.88,41.79,21.88,113.57,41.03,22.87,69.3,72.78,180.01,18.05,129.38,3289.79,494.58,2.72,29.8,11.51,24.67,313.73,37.18,25.25,17.23,75.57,34.7,43.8,75.71,76.55,29.87,10.09,8.52,24.68,23.16,14.23,57.97,10.88,182.55,30.81,23.74,20.96,136.9,12.73,61.25,21.74,64.36,128.62,276.49,84.18,311.11,17.4,58.96,50.91,90.32,62.97
2023-11-27,22.55,50.2,54.63,41.32,21.93,115.48,41.53,22.9,68.33,72.78,179.23,17.85,131.89,3280.9,500.31,2.73,29.8,11.53,24.72,320.77,37.8,25.78,17.98,75.31,34.66,43.41,77.9,76.43,29.46,10.17,8.63,24.84,22.89,14.36,57.78,10.8,182.96,31.61,23.46,21.17,135.26,12.82,62.73,21.68,64.36,128.16,272.06,85.77,316.92,17.14,58.38,51.11,89.91,61.88
2023-11-28,22.63,50.54,54.42,41.56,21.68,115.6,40.23,22.87,68.23,73.8,179.89,18.0,131.57,3265.54,495.24,2.73,29.82,11.43,24.76,314.44,38.51,25.88,17.65,79.68,35.18,44.93,77.82,77.53,29.82,10.33,8.8,26.42,23.04,14.68,57.78,10.84,182.15,32.32,23.6,21.17,136.36,12.91,62.73,22.01,67.56,128.69,271.8,85.53,316.92,17.33,59.54,51.4,92.11,61.88
2023-11-29,22.38,50.2,54.29,41.38,21.78,116.91,42.51,23.05,67.66,73.29,180.12,17.95,132.79,3246.95,510.24,2.74,30.31,11.42,25.3,321.41,38.58,25.77,17.59,77.71,35.03,45.37,77.63,77.61,29.9,10.34,8.71,25.43,22.53,14.88,57.03,10.71,181.35,30.92,23.41,20.9,134.85,13.42,63.18,21.88,67.56,129.22,274.43,84.97,319.5,17.38,59.12,51.5,90.83,61.23
2023-12-08,22.67,49.19,56.24,40.26,21.38,115.48,51.86,23.1,64.76,69.73,179.34,16.95,125.83,3079.22,502.52,2.69,29.79,11.11,24.3,309.7,36.61,24.62,16.7,69.47,35.63,41.52,70.68,74.83,29.34,9.9,8.2,23.91,20.59,14.53,55.67,10.27,175.3,31.64,21.98,20.28,129.52,12.55,60.8,23.21,67.01,123.39,299.21,80.91,302.85,16.09,56.72,49.34,86.02,57.57
2023-12-11,22.22,49.52,55.37,40.21,21.73,118.94,52.09,23.16,64.87,70.75,183.68,16.9,130.09,3096.2,488.18,2.7,30.48,11.09,24.3,315.08,37.14,25.14,16.93,70.23,35.8,40.1,70.74,75.6,29.33,9.98,8.38,24.2,20.52,14.37,55.02,10.38,176.11,31.06,21.47,20.22,129.38,12.43,61.82,24.41,65.92,125.43,298.83,81.63,314.98,16.17,56.97,50.02,85.42,57.89
2023-12-12,22.43,49.64,55.23,40.0,21.83,120.02,53.79,23.48,65.16,70.75,188.35,17.05,130.67,3078.42,493.69,2.7,30.7,11.17,24.19,317.15,36.41,25.38,16.99,69.68,36.31,39.5,70.11,75.8,28.72,9.9,8.33,24.38,20.74,14.35,54.86,10.42,176.51,31.95,20.94,19.94,127.88,12.49,63.53,24.34,65.76,125.43,294.4,81.23,316.27,16.19,56.72,50.22,84.37,57.96
2023-12-13,22.05,49.19,54.29,39.22,21.78,119.3,53.61,23.51,63.8,70.24,185.79,17.1,129.06,2976.97,483.55,2.69,30.33,10.93,23.82,312.05,37.04,24.93,16.85,69.82,35.98,37.8,69.02,74.45,28.05,9.93,8.29,24.56,20.25,14.39,53.68,10.36,173.69,32.67,20.38,19.88,125.41,12.31,62.73,23.81,65.14,124.75,292.41,79.72,312.79,16.04,56.56,50.12,84.1,57.31
2023-12-14,21.93,49.07,55.37,38.54,23.96,120.02,50.16,23.42,63.91,70.24,187.91,17.1,129.77,3033.15,495.02,2.7,30.21,10.91,23.9,314.08,36.68,24.85,16.88,69.82,35.68,37.72,68.55,74.14,28.63,9.9,8.35,24.31,20.38,14.18,54.16,10.44,174.49,32.64,20.22,19.94,125.28,12.43,62.96,23.48,67.01,123.61,289.13,79.56,307.36,15.98,56.56,50.12,84.05,57.18
2023-12-15,21.76,48.96,55.57,37.99,22.67,120.49,48.6,23.39,63.62,70.24,186.24,16.95,128.99,3037.6,485.31,2.69,30.04,10.88,24.36,310.97,36.51,24.4,17.03,69.4,35.16,37.6,67.9,74.41,28.56,10.04,8.33,24.52,20.29,14.21,54.25,10.35,173.69,32.15,20.43,19.67,124.73,12.34,63.07,23.08,67.56,123.61,289.07,79.32,302.33,16.01,56.89,50.42,83.45,56.73
2023-12-18,21.93,47.95,52.81,36.95,22.92,119.66,49.31,22.87,62.2,69.73,183.79,16.56,129.7,3066.29,479.36,2.64,30.31,10.93,24.53,301.09,35.88,23.78,16.85,67.28,34.3,37.19,66.63,72.3,27.73,9.82,8.11,24.47,19.95,14.02,52.93,10.15,171.67,31.24,20.24,19.26,122.27,12.07,61.82,23.01,68.89,121.57,293.37,78.2,296.52,15.59,55.64,49.53,82.4,55.64
2023-12-19,21.93,47.39,51.33,37.0,22.37,119.06,49.4,22.96,62.12,69.22,183.79,16.41,129.64,3063.46,482.0,2.63,30.44,10.95,24.57,300.16,36.52,23.86,16.85,66.58,34.77,37.24,67.03,72.38,27.92,9.95,8.23,24.55,20.06,14.79,53.06,10.16,171.27,31.38,20.2,19.26,121.59,11.95,62.5,22.48,68.49,122.02,296.97,78.2,292.91,15.51,55.98,51.8,82.4,56.03
2023-12-20,21.89,47.05,49.98,37.0,22.72,120.14,48.37,22.81,61.59,68.71,183.79,16.26,129.25,3064.67,487.52,2.62,30.81,10.95,25.03,296.64,36.02,23.56,16.71,65.58,34.38,36.27,66.31,71.59,27.44,9.94,8.24,24.26,19.76,15.38,52.58,10.11,170.06,31.44,20.04,18.99,121.17,11.98,62.39,21.94,66.93,121.19,296.26,76.93,290.45,15.3,55.64,52.19,81.76,55.45
2023-12-21,21.72,47.5,51.86,37.42,22.23,119.9,47.97,23.02,61.62,69.22,183.12,16.46,129.83,3099.03,487.52,2.64,31.09,10.95,25.13,298.78,35.57,23.84,16.77,66.09,33.89,36.83,66.57,72.11,27.72,9.93,8.19,24.4,19.99,15.21,53.64,10.07,170.87,31.61,20.29,19.13,121.86,12.01,63.64,22.01,66.0,121.79,298.38,77.57,293.55,15.48,56.22,51.99,81.58,56.09
2023-12-22,22.18,47.72,50.99,38.85,21.14,120.85,47.97,22.84,62.27,69.22,182.12,16.11,133.12,3126.91,487.52,2.64,31.74,11.04,25.28,295.97,35.02,23.5,16.58,65.74,33.54,35.89,65.74,71.9,27.96,9.82,7.99,24.14,20.19,15.1,54.01,10.05,171.27,31.32,20.24,19.2,122.54,11.8,63.3,21.88,65.3,121.72,305.25,77.01,291.87,15.35,56.06,53.67,79.75,55.39
2023-12-25,22.34,47.27,53.08,39.06,20.29,123.0,45.96,22.64,61.98,69.22,180.12,16.21,133.44,3138.23,495.24,2.64,32.02,11.19,25.55,285.7,35.23,23.85,16.55,64.47,33.33,35.69,65.5,71.42,28.08,9.83,7.99,23.89,19.76,15.27,55.13,9.98,172.08,31.49,20.82,19.06,122.68,11.83,62.39,21.08,66.23,121.49,311.6,75.97,293.94,15.22,55.31,55.93,79.98,55.26
2023-12-27,22.88,47.16,55.91,39.87,19.11,133.38,45.82,22.58,62.62,68.2,180.78,16.01,132.15,3079.63,510.02,2.67,32.13,11.51,25.93,288.12,35.17,23.64,16.55,62.55,33.28,35.46,65.86,71.18,27.22,9.79,7.91,23.85,19.21,15.02,54.09,9.91,171.27,32.01,21.66,18.79,144.01,12.04,62.5,20.54,65.14,120.96,305.57,75.02,308.65,15.14,55.15,51.9,79.52,55.13
2023-12-28,22.67,48.17,56.78,40.52,19.5,129.8,46.63,23.19,64.87,69.22,182.68,16.66,128.93,3160.46,511.78,2.71,31.82,11.42,25.82,288.03,35.79,24.32,16.99,66.16,33.92,36.76,66.82,74.14,29.28,10.08,8.26,24.36,20.7,15.28,57.5,9.96,174.9,32.58,22.3,19.81,144.01,12.4,63.18,20.68,65.61,123.69,304.93,79.32,305.69,15.75,57.3,52.39,81.58,56.41
2024-01-02,23.3,48.96,55.77,41.09,20.34,137.08,45.82,23.51,65.19,70.75,180.34,17.0,132.34,3058.21,507.15,2.74,33.05,11.55,26.11,286.25,36.2,24.6,17.48,65.23,33.72,36.56,67.61,75.85,28.57,10.37,8.79,25.25,20.46,15.54,55.94,10.24,176.11,33.99,22.12,19.94,144.15,12.52,65.34,20.74,66.15,124.52,297.61,79.32,301.04,16.22,58.54,53.67,83.23,57.31
2024-01-03,23.67,49.3,56.71,42.31,21.48,138.27,45.06,23.31,67.62,71.26,180.9,16.95,136.34,3053.36,504.06,2.73,33.29,11.77,26.2,277.13,35.36,24.17,17.39,64.69,33.04,36.54,66.23,75.45,28.4,10.45,8.75,25.01,20.57,15.25,55.94,10.55,177.72,33.16,22.26,20.01,151.67,12.4,64.09,20.81,66.08,125.28,300.82,78.68,287.23,16.11,58.54,53.08,82.68,56.93
2024-01-04,23.59,49.19,56.31,42.5,21.68,139.1,47.16,23.07,66.94,70.75,182.45,16.85,140.27,3037.6,505.17,2.72,34.11,12.01,26.16,273.58,35.04,23.8,17.44,63.81,32.97,36.42,64.88,75.05,27.82,10.44,8.77,24.9,20.02,15.04,55.16,10.57,176.51,33.5,22.05,19.94,147.71,12.31,63.87,20.68,65.45,123.92,307.43,77.33,289.68,15.88,58.63,52.09,82.63,56.67
2024-01-05,23.3,48.74,55.64,41.9,21.19,138.63,44.39,22.67,64.98,70.24,185.91,16.46,141.18,3039.21,504.06,2.71,34.25,12.11,26.07,266.24,34.33,23.36,17.16,62.02,32.28,36.32,63.55,72.99,27.34,10.33,8.69,24.61,19.66,14.8,55.2,10.46,174.9,33.41,21.79,19.88,142.1,12.04,61.82,20.34,65.69,121.42,295.1,75.97,281.67,15.69,57.63,51.31,80.25,55.71
2024-01-08,23.09,47.72,53.41,41.82,20.44,138.98,43.85,22.14,63.73,69.22,186.46,16.11,138.4,2975.76,492.59,2.66,34.45,12.08,25.72,261.85,33.01,22.44,16.77,59.92,30.99,35.88,57.76,70.83,26.7,10.11,8.56,24.02,19.04,14.42,56.36,10.15,171.67,32.32,21.61,19.4,141.14,11.68,60.8,20.08,64.13,119.45,293.24,74.3,273.8,15.27,56.31,50.62,78.65,54.81
2024-01-09,23.13,47.39,53.48,41.74,20.94,140.3,43.41,22.38,63.98,69.22,180.9,16.01,142.53,2922.82,493.92,2.68,34.7,12.06,25.99,261.6,33.98,22.1,17.02,59.74,30.81,35.94,58.21,71.58,26.87,10.06,8.58,24.26,18.85,14.5,56.78,10.11,172.48,32.96,21.52,19.4,140.46,11.65,61.59,19.94,63.11,119.22,299.85,74.54,269.67,15.3,55.98,51.5,78.47,54.81
2024-01-10,22.8,47.27,53.55,41.53,20.34,137.67,41.17,22.26,63.62,69.22,178.0,16.01,139.69,2950.3,497.89,2.66,34.68,11.98,25.67,257.06,33.44,22.07,16.78,58.44,30.6,35.97,56.44,71.86,27.69,10.08,8.52,23.94,19.26,14.6,56.7,10.07,170.47,32.32,21.75,19.33,140.6,11.5,61.14,20.01,63.11,118.23,304.28,74.06,265.67,15.17,55.98,50.91,77.27,54.36
2024-01-11,22.22,47.5,53.55,41.4,20.0,136.6,42.65,22.55,64.66,69.73,177.11,16.41,137.31,2888.87,487.3,2.68,34.29,11.69,25.38,260.85,34.3,22.37,16.8,60.03,31.07,36.01,57.62,72.59,28.97,10.16,8.57,24.31,19.84,14.89,57.47,9.96,172.08,32.67,21.77,21.24,142.1,11.65,62.05,20.14,63.97,119.98,305.95,75.5,269.41,15.61,56.47,51.5,79.88,55.58
2024-01-12,22.26,47.5,53.14,42.1,19.75,137.2,42.73,22.38,64.8,70.24,176.44,16.26,138.08,2863.0,491.71,2.68,34.83,11.69,25.51,254.28,33.57,21.83,16.7,58.88,30.48,35.68,56.04,73.94,28.75,10.22,8.49,24.15,19.82,14.86,56.83,9.89,173.29,32.24,22.26,20.62,143.74,11.83,61.71,19.88,63.11,118.99,308.2,74.94,267.22,15.69,57.38,50.81,79.24,55.39
2024-01-15,22.47,47.16,52.27,41.66,19.7,136.72,42.02,22.43,63.62,70.24,173.55,16.06,138.98,2821.38,490.61,2.68,35.55,11.85,25.34,255.08,33.64,21.98,16.62,58.49,30.44,35.67,55.39,71.96,28.47,10.28,8.44,24.06,19.37,14.52,55.85,9.85,171.27,33.04,22.1,20.35,138.95,11.74,61.71,21.88,63.35,119.07,298.96,74.46,267.86,15.46,56.39,50.91,79.93,54.81
